frequency_bin_normalized_0_to_1,normalized_energy
0.0005,0.8352413615667834
0.0015,0.03605842019364984
0.0025,0.03464048238871257
0.0035,0.021062198229652832
0.0045000000000000005,0.0023880356935663347
0.0055,0.013348879890749473
0.006500000000000001,0.0011684686774243256
0.0075,0.0015892187433784583
0.0085,0.003124142451825143
0.009500000000000001,0.0012912011672825412
0.010499999999999999,0.0005196798398518837
0.0115,0.0019290698370031795
0.0125,0.0005297546762066661
0.013500000000000002,0.002901036590408124
0.014499999999999999,0.0021269263069004286
0.0155,0.0021793965884775407
0.0165,0.0014159959400062924
0.0175,0.002860277889650529
0.018500000000000003,0.0013268341062573888
0.0195,0.0011092109535131398
0.0205,0.0011492222235292755
0.0215,0.0008073367882952356
0.0225,0.0005176782320199455
0.0235,0.0012013439864087057
0.0245,0.0005552207380363603
0.025500000000000002,0.0006474139183373272
0.026500000000000003,0.000913022850130931
0.0275,0.0002442847367659828
0.0285,0.0001792204355696705
0.0295,0.0008083074895249227
0.0305,0.00039819999350364135
0.0315,0.0007784696970964405
0.0325,0.0006481524054173124
0.0335,0.0006164365516608258
0.0345,0.00020630161326168513
0.035500000000000004,0.0009411953175816694
0.036500000000000005,0.00035431345156541975
0.0375,0.0003786623349034016
0.0385,0.00042472125482589723
0.0395,0.0002871145461245061
0.0405,0.00040765346803915264
0.0415,0.0004919846928617904
0.0425,0.00036012936124050105
0.0435,0.00033583973314260505
0.0445,0.00029162700382700965
0.0455,0.00032057042390841933
0.0465,0.000355640702987141
0.0475,0.0003069293385364349
0.0485,0.00026106159162321454
0.0495,0.00029805299741134117
0.0505,0.0003360728888125523
0.051500000000000004,0.00024916677230289887
0.052500000000000005,0.00030922757296852703
0.0535,0.00023440229970595383
0.0545,0.0001267030844829476
0.0555,0.0002916234071551542
0.0565,0.00019716522046556859
0.0575,0.00022819550302250735
0.0585,0.0003497854693194882
0.0595,7.707596874142419e-05
0.0605,0.00014606420796383225
0.0615,0.00024884226780956065
0.0625,0.00016739215863656988
0.0635,0.00021646288689344673
0.0645,0.00027703507239791234
0.0655,0.00011592401835564319
0.0665,0.00020622343390225045
0.0675,0.00017143461059872695
0.0685,0.00018470076190850177
0.0695,0.0001361536727118729
0.07050000000000001,0.00021372588208932918
0.07150000000000001,0.00012425203612461755
0.07250000000000001,9.539338212345777e-05
0.0735,0.00023447640361319187
0.0745,0.00013793698409476622
0.0755,8.370568224523933e-05
0.0765,0.00022909444314963867
0.0775,9.839177897444211e-05
0.0785,0.00015376668265725823
0.0795,0.0001299434998959784
0.0805,0.00014625475997172624
0.0815,0.00022008709535750135
0.0825,0.00018127380687078156
0.0835,9.143718831677572e-05
0.0845,0.0001512529645631164
0.0855,0.00010864723619630018
0.08650000000000001,0.00011284711212648796
0.0875,0.0001900685071440434
0.0885,9.301358928168448e-05
0.0895,0.00011676549449685496
0.0905,0.00010684618866577045
0.0915,0.00013019610264216572
0.0925,8.073594510569235e-05
