Wall time,Step,Value
1755189128.206327,1000,0.031476203352212906
1755189633.9612787,2000,0.02960130199790001
1755190137.2043622,3000,0.029834993183612823
1755190642.3081455,4000,0.031584277749061584
1755191148.570965,5000,0.02725224196910858
1755191653.259473,6000,0.025729477405548096
1755192158.117151,7000,0.023587465286254883
1755192663.3830695,8000,0.031274087727069855
1755193167.853295,9000,0.03099062107503414
1755193674.5694869,10000,0.02650425210595131
1755194179.203073,11000,0.024396976456046104
1755194684.1593938,12000,0.022371161729097366
1755195187.5168118,13000,0.0240776464343071
1755195692.9768174,14000,0.03244765102863312
1755196197.2812161,15000,0.0312839075922966
1755196700.6992724,16000,0.02472924441099167
1755197205.0702934,17000,0.026764746755361557
1755197714.1401522,18000,0.032889049500226974
1755198224.178165,19000,0.026040738448500633
1755198733.5539908,20000,0.027343012392520905
1755199243.8367312,21000,0.030546462163329124
1755199754.652627,22000,0.024911191314458847
1755200266.6818576,23000,0.02481677383184433
1755200777.4821522,24000,0.03078603371977806
1755201288.91796,25000,0.035155683755874634
1755201800.1047459,26000,0.025923263281583786
1755202310.9935706,27000,0.031340792775154114
1755202823.5220823,28000,0.024094177410006523
1755203334.695739,29000,0.031412623822689056
1755203845.4458394,30000,0.025404643267393112
1755204357.4027054,31000,0.02430632710456848
1755204870.5321116,32000,0.027225052937865257
1755205382.7996476,33000,0.019933078438043594
1755205894.8754237,34000,0.027525899931788445
1755206406.3605504,35000,0.030842553824186325
1755206918.7964332,36000,0.027725085616111755
1755207432.836988,37000,0.03310904651880264
1755207944.8570318,38000,0.03220539167523384
1755208457.0911367,39000,0.02356715500354767
1755208969.5048442,40000,0.025624413043260574
1755209483.8925714,41000,0.03071102499961853
1755209996.1957436,42000,0.02674054354429245
1755210509.077723,43000,0.027412142604589462
1755211022.142553,44000,0.028552738949656487
1755211535.4761076,45000,0.02097867988049984
1755212051.5234218,46000,0.028160512447357178
1755212565.0832965,47000,0.029580866917967796
1755213069.9504316,48000,0.03525751084089279
1755213573.7556689,49000,0.027531355619430542
1755214080.2262084,50000,0.027111049741506577
