Wall time,Step,Value
1755748836.6020396,1000,0.4360479414463043
1755749177.4895458,2000,0.5117679834365845
1755749517.9578784,3000,0.6082860827445984
1755749858.7910318,4000,0.6917251944541931
1755750199.5465074,5000,0.7545961141586304
1755750539.87496,6000,0.794333815574646
1755750880.158117,7000,0.8238513469696045
1755751220.4646332,8000,0.8409178853034973
1755751560.4084983,9000,0.8469746708869934
1755751900.9800317,10000,0.8489634394645691
1755752241.2291934,11000,0.857741117477417
1755752581.514526,12000,0.8534977436065674
1755752922.0231194,13000,0.8539019823074341
1755753262.7096088,14000,0.8575538992881775
1755753603.2488048,15000,0.8559848070144653
1755753943.4155812,16000,0.8544179797172546
1755754283.8487263,17000,0.8528582453727722
1755754624.5440006,18000,0.8548544645309448
1755754964.7619348,19000,0.8527339696884155
1755755305.2055197,20000,0.8515304923057556
1755755645.774458,21000,0.8519850373268127
1755755986.402314,22000,0.8581439256668091
1755756327.3818533,23000,0.8608587384223938
1755756667.75156,24000,0.8583379983901978
1755757008.9561565,25000,0.8612099885940552
1755757349.5725415,26000,0.8617135882377625
1755757690.2218952,27000,0.8629462718963623
1755758031.2307541,28000,0.8590832948684692
1755758372.096278,29000,0.8582607507705688
1755758712.6972687,30000,0.859657347202301
1755759053.3537574,31000,0.854947030544281
1755759394.0759084,32000,0.857991635799408
1755759734.802496,33000,0.8552281856536865
1755760075.7648208,34000,0.8581674695014954
1755760416.270983,35000,0.8578863143920898
1755760757.0120614,36000,0.8572945594787598
1755761097.8214805,37000,0.8588199019432068
1755761438.7258825,38000,0.8594053387641907
1755761779.7002702,39000,0.8610225915908813
1755762120.634379,40000,0.8530200123786926
1755762461.2213717,41000,0.8558830618858337
1755762801.8434842,42000,0.8398575782775879
1755763142.6120842,43000,0.8493040800094604
1755763483.0869799,44000,0.8479272723197937
1755763823.657745,45000,0.852817714214325
1755764164.3104317,46000,0.8441715240478516
1755764505.0481446,47000,0.8511444926261902
1755764845.7221448,48000,0.8513340950012207
1755765186.9504845,49000,0.8548500537872314
1755765527.806519,50000,0.8569687008857727
1755765868.4275768,51000,0.8603910207748413
1755766209.1977553,52000,0.8629221320152283
1755766550.0427153,53000,0.8642474412918091
1755766890.9065948,54000,0.8651676177978516
1755767232.007586,55000,0.866091787815094
1755767572.968554,56000,0.8668987154960632
1755767913.7342005,57000,0.8675259351730347
1755768254.6356938,58000,0.8678529858589172
1755768595.6100135,59000,0.8681955933570862
