frequency_bin_normalized_0_to_1,normalized_energy
0.0005,0.8469001009043967
0.0015,0.0008520700935027364
0.0025,0.053032078407431536
0.0035,0.002240892299367976
0.0045000000000000005,0.0012886724985758295
0.0055,0.0032611791887262624
0.006500000000000001,0.0019761779635505514
0.0075,0.0005665690819860688
0.0085,0.002263360106268612
0.009500000000000001,0.0007968991891281593
0.010499999999999999,0.0012189674007707914
0.0115,0.003106312210692684
0.0125,0.0011853111508584228
0.013500000000000002,0.004284616780473782
0.014499999999999999,0.0023656375273668055
0.0155,0.004474516307434083
0.0165,0.002778493425365066
0.0175,0.004113258027429529
0.018500000000000003,0.0030601539720457997
0.0195,0.0015520424583451622
0.0205,0.0013840241175199055
0.0215,0.003566926113663257
0.0225,0.0015451431859356505
0.0235,0.0020889155853553894
0.0245,0.002326829088990276
0.025500000000000002,0.0008406636033937586
0.026500000000000003,0.002186981233690691
0.0275,0.0014578852868789237
0.0285,0.0013213106301507701
0.0295,0.001477573230883065
0.0305,0.0005905497338743506
0.0315,0.001168345962613767
0.0325,0.0012764417754912666
0.0335,0.0005459107617153947
0.0345,0.0009129527537725136
0.035500000000000004,0.001313200655053331
0.036500000000000005,0.0005127163610540636
0.0375,0.0007860757086672378
0.0385,0.0010085976343487501
0.0395,0.000639153063395906
0.0405,0.000689830961421309
0.0415,0.000809946914125601
0.0425,0.0007418312551949924
0.0435,0.0006698161960595456
0.0445,0.000707244197739015
0.0455,0.0004739192847789578
0.0465,0.0006137877407314304
0.0475,0.0008963055227062367
0.0485,0.0004006858775319876
0.0495,0.0008007712560063156
0.0505,0.0005990381351688337
0.051500000000000004,0.0004140250118947353
0.052500000000000005,0.0006283917005704112
0.0535,0.0007343282195006822
0.0545,0.00034543070397744674
0.0555,0.000615368482708386
0.0565,0.0006150914087653466
0.0575,0.00047246674877722924
0.0585,0.0005500007240318328
0.0595,0.0004235229080712447
0.0605,0.0004516819862783667
0.0615,0.0004680832291617868
0.0625,0.0005047496971717632
0.0635,0.0005261451223073473
0.0645,0.00042754948365390105
0.0655,0.00039118520573102895
0.0665,0.00041160896281857047
0.0675,0.0004648701946274199
0.0685,0.0003637282606764271
0.0695,0.0003877664795597344
0.07050000000000001,0.0004521039799139973
0.07150000000000001,0.0003795249667381049
0.07250000000000001,0.00018021113947552098
0.0735,0.0004875480754559965
0.0745,0.0002136110342678914
0.0755,0.00021417880580144557
0.0765,0.0003955400575919993
0.0775,0.00026468314345375103
0.0785,0.0002693309921862212
0.0795,0.0002848082695968465
