Wall time,Step,Value
1755325665.6985178,1000,0.0319833904504776
1755326116.5146837,2000,0.03045300953090191
1755326565.00761,3000,0.030170124024152756
1755327014.483932,4000,0.0316968634724617
1755327465.5699687,5000,0.027331029996275902
1755327925.468733,6000,0.025627663359045982
1755328389.776912,7000,0.023690417408943176
1755328839.5808725,8000,0.032129935920238495
1755329292.9414005,9000,0.031027963384985924
1755329753.5096133,10000,0.02648266777396202
1755330213.7905717,11000,0.024522338062524796
1755330673.619576,12000,0.022230323404073715
1755331133.2525358,13000,0.02398112043738365
1755331593.5475721,14000,0.032514408230781555
1755332053.6763384,15000,0.031241748481988907
1755332513.5074506,16000,0.024628903716802597
1755332973.2749915,17000,0.026678234338760376
1755333433.7589874,18000,0.032688841223716736
1755333895.6841807,19000,0.025729626417160034
1755334355.8892424,20000,0.02694566175341606
1755334815.8719614,21000,0.030409011989831924
1755335276.761223,22000,0.024628296494483948
1755335739.3558836,23000,0.024617061018943787
1755336200.0926175,24000,0.030816547572612762
1755336660.7587495,25000,0.035031676292419434
1755337121.4741807,26000,0.025854364037513733
1755337582.5756912,27000,0.031176626682281494
1755338044.477441,28000,0.023840641602873802
1755338505.1533287,29000,0.031185869127511978
1755338966.2045863,30000,0.025275543332099915
1755339427.46369,31000,0.024184461683034897
1755339890.0924966,32000,0.02725965902209282
1755340351.4803138,33000,0.019892031326889992
1755340813.2235632,34000,0.027288388460874557
1755341274.06062,35000,0.030491124838590622
1755341735.0803025,36000,0.027396908029913902
1755342197.6213455,37000,0.032817527651786804
1755342657.6744678,38000,0.03218352049589157
1755343118.8067837,39000,0.02333504520356655
1755343579.6558104,40000,0.025146236643195152
1755344042.2254918,41000,0.030513053759932518
1755344501.9377432,42000,0.026578232645988464
1755344963.5816238,43000,0.027242537587881088
1755345423.1460354,44000,0.028417062014341354
1755345882.4027693,45000,0.02079983428120613
1755346343.0337944,46000,0.027954231947660446
1755346802.3356707,47000,0.029191330075263977
1755347261.8803964,48000,0.03495936468243599
1755347721.0322957,49000,0.027338907122612
1755348182.5672376,50000,0.026957672089338303
