Wall time,Step,Value
1754740099.4078329,1000,0.02720923349261284
1754740611.505377,2000,0.03105730004608631
1754741119.965704,3000,0.03934318944811821
1754741625.850506,4000,0.024480124935507774
1754742137.5402248,5000,0.02921837754547596
1754742646.4208415,6000,0.033607203513383865
1754743156.0295768,7000,0.035853683948516846
1754743667.1092823,8000,0.03516773506999016
1754744172.5701296,9000,0.033430829644203186
1754744677.6268554,10000,0.02196379005908966
1754745179.1144724,11000,0.01514466293156147
1754745683.508678,12000,0.03181303292512894
1754746190.247242,13000,0.032911449670791626
1754746694.6595664,14000,0.018419140949845314
1754747199.9945555,15000,0.025787388905882835
1754747702.2759254,16000,0.02499440312385559
1754748209.945929,17000,0.03426344692707062
1754748720.1501815,18000,0.019195491448044777
1754749230.7618773,19000,0.02513771876692772
1754749741.755858,20000,0.022192858159542084
1754750251.1787846,21000,0.01426946371793747
1754750761.0544813,22000,0.0390947163105011
1754751270.843188,23000,0.02222437411546707
1754751779.5014443,24000,0.031176527962088585
1754752290.8172731,25000,0.02069704607129097
1754752800.144549,26000,0.03544507548213005
1754753313.2445607,27000,0.038675546646118164
1754753822.738936,28000,0.02707068622112274
1754754330.684361,29000,0.03307461366057396
1754754841.658733,30000,0.029379835352301598
1754755349.5811806,31000,0.024512309581041336
1754755860.0732858,32000,0.019122032448649406
1754756370.2666156,33000,0.027392808347940445
1754756880.9723964,34000,0.0317833311855793
1754757391.739368,35000,0.01813988760113716
1754757901.3923705,36000,0.03484920784831047
1754758412.1634605,37000,0.021396441385149956
1754758921.1535816,38000,0.027112867683172226
1754759433.2204134,39000,0.02074529603123665
1754759942.428943,40000,0.020918117836117744
1754760452.7866743,41000,0.03587782755494118
1754760963.5840306,42000,0.022109830752015114
1754761473.3937626,43000,0.039414018392562866
1754761984.3111358,44000,0.028106966987252235
1754762492.6734653,45000,0.03287320211529732
1754763006.3846684,46000,0.021801242604851723
1754763515.930888,47000,0.022239720448851585
1754764023.3855386,48000,0.011625433340668678
1754764532.7206442,49000,0.031364958733320236
1754765038.135563,50000,0.042379654943943024
1754765548.6996355,51000,0.02613086998462677
1754766055.9552007,52000,0.01283546257764101
1754766565.2611363,53000,0.01898595131933689
1754767077.479156,54000,0.02700899913907051
1754767588.2528753,55000,0.015610401518642902
1754768099.1477697,56000,0.029514141380786896
1754768608.0047495,57000,0.035332269966602325
1754769118.713286,58000,0.020857397466897964
1754769630.525465,59000,0.031942542642354965
1754770140.570491,60000,0.029415840283036232
1754770652.1314273,61000,0.018439535051584244
1754771161.864017,62000,0.02012699656188488
1754771672.8961003,63000,0.035977210849523544
1754772182.1423259,64000,0.030721444636583328
1754772693.0828016,65000,0.021787408739328384
1754773206.1498756,66000,0.029170986264944077
1754773716.9568284,67000,0.02667543664574623
1754774226.9482057,68000,0.028259815648198128
1754774735.4379644,69000,0.02338632009923458
1754775247.4471614,70000,0.024400347843766212
1754775757.8714416,71000,0.0148629667237401
1754776268.4403749,72000,0.026666976511478424
1754776781.7873566,73000,0.017616717144846916
1754777292.1257315,74000,0.023586168885231018
1754777802.2703876,75000,0.021709438413381577
1754778311.3803036,76000,0.022467875853180885
1754778823.03965,77000,0.01849510334432125
1754779335.2265139,78000,0.02195831947028637
1754779846.1805887,79000,0.019674403592944145
1754780359.048683,80000,0.02080264873802662
1754780869.6776657,81000,0.025460759177803993
1754781382.8998716,82000,0.013852289877831936
1754781891.8835301,83000,0.03563949093222618
1754782398.68582,84000,0.016282938420772552
1754782909.1910272,85000,0.0403948538005352
1754783414.6526172,86000,0.031882744282484055
1754783921.4829814,87000,0.024586860090494156
1754784426.2559836,88000,0.027587244287133217
1754784936.0273764,89000,0.031132172793149948
1754785445.2504635,90000,0.022681046277284622
1754785952.4593165,91000,0.026727821677923203
1754786460.0337226,92000,0.02655503898859024
1754786965.9878364,93000,0.030285807326436043
1754787474.9083233,94000,0.030928777530789375
1754787982.1698356,95000,0.02189914882183075
1754788489.8280995,96000,0.029619229957461357
1754789001.7683065,97000,0.022596875205636024
1754789510.5675738,98000,0.017176629975438118
1754790022.8534904,99000,0.02071327343583107
1754790533.2992184,100000,0.0408887080848217
1754791043.2648325,101000,0.018052030354738235
1754791556.1126018,102000,0.03574441373348236
1754792067.7743251,103000,0.019668439403176308
1754792578.1125698,104000,0.022128434851765633
1754793088.1047196,105000,0.025179540738463402
1754794794.3960948,106000,0.022362293675541878
1754795368.3951457,107000,0.019383417442440987
1754795930.9695766,108000,0.02487793192267418
1754796497.5805552,109000,0.022397901862859726
1754797061.4191914,110000,0.03322800621390343
1754797626.248029,111000,0.023371750488877296
1754798193.7187104,112000,0.036714017391204834
1754798756.5665522,113000,0.0508473701775074
1754800068.69971,114000,0.02233308181166649
1754800649.5369563,115000,0.01965465396642685
1754801222.0204682,116000,0.02482682839035988
1754801797.831288,117000,0.021375294774770737
1754802372.6144621,118000,0.0322844497859478
1754802944.1623635,119000,0.023438572883605957
1754803513.5119252,120000,0.03690637648105621
1754804084.6733239,121000,0.05084461718797684
1754804656.724051,122000,0.021806081756949425
1754805221.9028134,123000,0.014194941148161888
1754805794.8072147,124000,0.012178865261375904
1754806365.1633625,125000,0.026661083102226257
1754806939.5615518,126000,0.025735929608345032
1754807511.0837162,127000,0.031115779653191566
1754808088.5649734,128000,0.017310626804828644
1754808664.3561192,129000,0.013440022245049477
1754809238.1300883,130000,0.024628475308418274
1754809812.1103237,131000,0.026126181706786156
1754810393.302125,132000,0.020543543621897697
1754810967.4113877,133000,0.01813460700213909
1754811542.4460824,134000,0.03477180749177933
1754812119.318796,135000,0.010756810195744038
1754812697.584738,136000,0.02768600359559059
1754813279.499616,137000,0.020670926198363304
1754813849.4514287,138000,0.0400015264749527
1754814427.2416558,139000,0.02246330864727497
1754814998.2753358,140000,0.03591747581958771
1754815568.8253212,141000,0.012627877295017242
1754816142.1867557,142000,0.033536385744810104
1754816718.0665758,143000,0.04442518204450607
1754817293.8715696,144000,0.039288219064474106
1754817866.0724354,145000,0.038287919014692307
1754818444.2823677,146000,0.03009457141160965
1754819023.547743,147000,0.027148913592100143
1754819605.7749882,148000,0.027390478178858757
1754820180.7873187,149000,0.02543446607887745
1754820756.9307165,150000,0.028817810118198395
1754821331.4776514,151000,0.02927600033581257
1754821910.6342885,152000,0.02387004904448986
1754822486.8348699,153000,0.021643593907356262
1754823062.6655383,154000,0.01771107129752636
1754823642.3153043,155000,0.016587520018219948
1754824220.0789828,156000,0.054671525955200195
1754824797.334578,157000,0.029316063970327377
1754825371.6742048,158000,0.014096291735768318
1754825947.3140078,159000,0.014091813936829567
1754826523.6198754,160000,0.02999570034444332
1754827098.5182145,161000,0.028978688642382622
1754827671.885116,162000,0.021363789215683937
1754828248.2110243,163000,0.02281312085688114
1754828823.3098102,164000,0.02585604041814804
1754829399.637978,165000,0.019799405708909035
1754829977.679154,166000,0.018314454704523087
1754830557.8559847,167000,0.030311187729239464
1754831134.7307045,168000,0.027623724192380905
1754831707.865697,169000,0.017551815137267113
1754832280.2885368,170000,0.047409940510988235
1754832852.2418203,171000,0.029464054852724075
1754833425.1675951,172000,0.028552372008562088
1754833996.7642157,173000,0.028409577906131744
1754834570.2535355,174000,0.022191246971488
1754835144.628321,175000,0.04005826264619827
1754835721.8142476,176000,0.019932379946112633
1754836300.5155625,177000,0.026000376790761948
1754836878.23387,178000,0.03603722155094147
1754837455.9820738,179000,0.0294672641903162
1754838027.7080107,180000,0.018024994060397148
1754838604.7106287,181000,0.028811678290367126
1754839182.488878,182000,0.01510890107601881
1754839758.5304887,183000,0.022753238677978516
1754840331.240794,184000,0.02604825794696808
1754840901.3573728,185000,0.013974713161587715
1754841476.7966478,186000,0.021183039993047714
1754842051.9774055,187000,0.026923740282654762
1754842625.4565506,188000,0.020260633900761604
1754843205.635101,189000,0.029381120577454567
1754843783.2504456,190000,0.03250030800700188
1754844359.8068302,191000,0.027029898017644882
1754844937.2554586,192000,0.024091685190796852
1754845511.6197271,193000,0.017365798354148865
1754846086.4140692,194000,0.021439608186483383
1754846662.5718443,195000,0.03401295840740204
1754847238.3689618,196000,0.013040853664278984
