frequency_bin_normalized_0_to_1,normalized_energy
0.0005,0.8480288184145897
0.0015,0.0068295213108442825
0.0025,0.0018829009322631374
0.0035,0.005563876678880333
0.0045000000000000005,0.0009228574193374618
0.0055,0.004950797225617263
0.006500000000000001,0.003497568583409764
0.0075,0.0012051973593799684
0.0085,0.0032501109902498128
0.009500000000000001,0.0016931965638266608
0.010499999999999999,0.0012195863891950505
0.0115,0.004799043866012986
0.0125,0.0003261903495872938
0.013500000000000002,0.0021769481157706224
0.014499999999999999,0.0034695387029808427
0.0155,0.0011659360291583305
0.0165,0.0009334946259485352
0.0175,0.0030076542346180323
0.018500000000000003,0.0003759006069134461
0.0195,0.002282007413942472
0.0205,0.0015809447949801274
0.0215,0.0017937521130044203
0.0225,0.0014272864274751966
0.0235,0.0022712988162126814
0.0245,0.0011444974042093613
0.025500000000000002,0.0013060548336231363
0.026500000000000003,0.0024709499376857646
0.0275,0.0013500683970506051
0.0285,0.00021511139308000703
0.0295,0.0026224764401965228
0.0305,0.0009647602698801192
0.0315,0.0017255616206242397
0.0325,0.0014331417218796567
0.0335,0.0009877245834777756
0.0345,0.0014557569267242257
0.035500000000000004,0.001207118769477982
0.036500000000000005,0.0006357133500483254
0.0375,0.002325384771486956
0.0385,0.0012354829390844864
0.0395,0.001091788766860609
0.0405,0.00162580544941337
0.0415,0.0007872093022923696
0.0425,0.0011757841625316848
0.0435,0.0011181428260433506
0.0445,0.0007580416658517456
0.0455,0.000617950154609373
0.0465,0.0011227060369749325
0.0475,0.0010327015588099927
0.0485,0.001250172253054055
0.0495,0.0005687538479485925
0.0505,0.0008331484150554731
0.051500000000000004,0.0006275425271126966
0.052500000000000005,0.0009684073749570313
0.0535,0.0006584297192381821
0.0545,0.00044723343403345176
0.0555,0.000796253685584001
0.0565,0.0003700827427214128
0.0575,0.00043950382430920254
0.0585,0.0006281527356846731
0.0595,0.0007100347304116292
0.0605,0.000664925622672522
0.0615,0.0005986596795827154
0.0625,0.0002936662084595464
0.0635,0.0006454135964610632
0.0645,0.00030078292389408443
0.0655,0.0006414600988058785
0.0665,0.0006236090059635687
0.0675,0.00019190035577541342
0.0685,0.0006218155596708027
0.0695,0.00039708835601957756
0.07050000000000001,0.0003942108202474867
0.07150000000000001,0.0003986781698693017
0.07250000000000001,0.00037605049392160257
0.0735,0.00034434689602383145
0.0745,0.0004441688280257332
0.0755,0.0003086210987950478
0.0765,0.00041361901540320426
0.0775,0.0003066451101873372
0.0785,0.0005240233053780887
0.0795,0.00046915704588860357
0.0805,0.0002622398753176458
0.0815,0.0005566939515749177
0.0825,0.000503651104566114
0.0835,0.00029777567078152447
0.0845,0.0006237142709180194
0.0855,0.00041393146634462446
0.08650000000000001,0.00026841175579135585
0.0875,0.0006864568842757612
0.0885,0.0002559968073025531
0.0895,0.0006643357593162623
0.0905,0.0003938276615150882
0.0915,0.0002388127562639826
0.0925,0.0005855309634405528
0.0935,0.00026383052873594966
0.0945,0.00023745573171936663
0.0955,0.0007288703132705648
0.0965,0.00010618318389324357
0.0975,0.00044330354348635323
0.0985,0.0004217427867334138
0.0995,0.0003082848426548536
0.1005,0.0003005520466149961
0.1015,0.0005567585439444351
0.10250000000000001,0.00028931320344659787
0.10350000000000001,0.00042871796246279036
0.10450000000000001,0.0003781450075577303
0.1055,0.0003930593802308842
0.1065,0.00018229029984834203
0.1075,0.0005869219667013133
0.1085,0.0002210170039945909
0.1095,0.0002582005403774851
0.1105,0.0005334762477129639
0.1115,0.00027777035560729144
0.1125,0.00014825677391971457
0.1135,0.000625123583031387
0.1145,0.00010853031273893657
0.1155,0.0003380966683350888
0.1165,0.00042468272616997914
0.11750000000000001,0.0002425659345548941
0.11850000000000001,0.00018918615667810442
0.1195,0.0005295443005982324
0.1205,0.00015369845258009175
0.1215,0.0004210355415648965
0.1225,8.144560268270079e-05
0.1235,0.0002681581825600304
0.1245,0.00042995207796204203
0.1255,0.00019476504838742139
0.1265,0.000301544864216649
0.1275,0.0002411538223940258
0.1285,0.0002740022416986957
0.1295,0.00016176641267993657
0.1305,0.0002971513914194985
0.1315,0.00018318237365896488
0.1325,0.00020562054260530427
0.1335,0.00023391111841689253
0.1345,0.00021506855059638094
0.1355,6.660001159712842e-05
0.1365,0.0003340541188538437
0.1375,0.00010558103479430633
0.1385,0.00012921168013649308
0.1395,0.00022714173410439767
0.1405,0.00010480734818258719
0.14150000000000001,0.00011147472948674725
0.14250000000000002,0.00020464186583608432
0.14350000000000002,7.845271393852645e-05
0.14450000000000002,0.00015619835006322808
0.1455,0.00013424275256254298
0.1465,0.00012354563921286154
0.1475,0.00010162558576482121
0.1485,0.000125364975859321
0.1495,0.00014523376150921824
0.1505,0.00014650906277528523
0.1515,7.568134866012976e-05
0.1525,0.00012527495489978227
0.1535,8.854014673115362e-05
0.1545,0.00013188953102216984
0.1555,0.00011304753610750017
0.1565,0.00010696903359409921
0.1575,0.000110162896810224
0.1585,0.00012125359686275186
0.1595,8.235512276381483e-05
0.1605,9.775828250727241e-05
0.1615,5.7135350558891067e-05
0.1625,0.00012248253568824643
0.1635,8.244650148303782e-05
0.1645,0.00010165570001434212
0.1655,0.00010432979653025194
