frequency_bin_normalized_0_to_1,normalized_energy
0.0005,0.9467875687309807
0.0015,0.009664618415773832
0.0025,0.001331735527960331
0.0035,0.004055888489976902
0.0045000000000000005,0.001227776426382674
0.0055,0.0016101796757682205
0.006500000000000001,0.0006682432973481515
0.0075,0.0005687265267152246
0.0085,0.0002936491389659337
0.009500000000000001,0.0006169604891966391
0.010499999999999999,0.00044687792450270457
0.0115,0.00033428681584780424
0.0125,0.0004809942529896347
0.013500000000000002,0.000438079888188586
0.014499999999999999,0.00018441910324195541
0.0155,0.0002448137056271347
0.0165,0.00012129900232542634
0.0175,0.0003306812078434012
0.018500000000000003,0.00020953231300736337
0.0195,0.00038726626549903794
0.0205,9.923620084968115e-05
0.0215,0.0005661308885260571
0.0225,0.0002690910962697737
0.0235,0.00023215539504410274
0.0245,0.0002214398326391508
0.025500000000000002,0.00023837428457071277
0.026500000000000003,0.00016228416594327099
0.0275,0.0002006376033913645
0.0285,6.538111732937944e-05
0.0295,0.0002719247276558198
0.0305,0.00017939223526966598
0.0315,9.722645613262548e-05
0.0325,0.00014967916081012932
0.0335,0.0002601325582964579
0.0345,9.737570218401808e-05
0.035500000000000004,0.00023465128214698454
0.036500000000000005,0.00020351539753033158
0.0375,0.00015749746359860372
0.0385,0.0001462476778481733
0.0395,0.0003360584608632886
0.0405,7.110462391579834e-05
0.0415,0.00020257770123470337
0.0425,0.0001359701784992817
0.0435,0.00013028884484389986
0.0445,6.646444813162672e-05
0.0455,0.00012055688846385482
0.0465,0.00014503802386268874
0.0475,0.000304981702427919
0.0485,0.00016383721609546271
0.0495,0.0001602551518760322
0.0505,0.00014824961264248355
0.051500000000000004,0.00013762134409903948
0.052500000000000005,0.00012468416137245372
0.0535,0.00013406617141937347
0.0545,0.0002453387368039439
0.0555,0.00015771905323025726
0.0565,0.00021103453737518488
0.0575,8.754785461525542e-05
0.0585,0.0001654656066567801
0.0595,0.00022164149024233735
0.0605,8.607072447110167e-05
0.0615,0.00023479500400453172
0.0625,0.00012528386920579245
0.0635,8.898500704295539e-05
0.0645,0.00014409959758369256
0.0655,0.00010750316423418757
0.0665,8.664043484189102e-05
0.0675,0.00013931145542252617
0.0685,0.00014069516280289872
0.0695,5.137911304243341e-05
0.07050000000000001,0.0002104059327074009
0.07150000000000001,0.00011332725308128273
0.07250000000000001,0.0001305774897912858
0.0735,0.00012479971212500592
0.0745,0.00014377976479489798
0.0755,8.725195699028008e-05
0.0765,0.00018433350398916598
0.0775,0.00011112487771044724
0.0785,0.00011551062038311123
0.0795,0.00015968881652387594
0.0805,8.02939799543565e-05
0.0815,0.0001414379582812168
0.0825,0.00010128380790288562
0.0835,8.69681654952152e-05
0.0845,0.00011193767114288242
0.0855,0.0001116315848745717
0.08650000000000001,0.00014849262688124902
0.0875,0.0001187057246879565
0.0885,0.0001378708877196689
0.0895,6.130471198552081e-05
0.0905,0.00010365766488130003
0.0915,8.234772418308293e-05
0.0925,0.00011758518037228503
0.0935,0.0001249405426532357
0.0945,9.870597029002214e-05
0.0955,9.310168319984441e-05
0.0965,0.0001491980862057647
0.0975,0.00013132102757925496
0.0985,6.01919177344547e-05
0.0995,9.33102399168956e-05
0.1005,0.0001035318446232608
0.1015,9.749642395423973e-05
0.10250000000000001,6.436750031967408e-05
0.10350000000000001,0.00011680125866862513
0.10450000000000001,7.094577955954511e-05
0.1055,0.00011941513579661551
0.1065,7.434689371845033e-05
0.1075,6.926972329106475e-05
0.1085,9.455274025927541e-05
0.1095,7.121565264489383e-05
0.1105,6.39765624096026e-05
0.1115,8.482967203453328e-05
0.1125,6.089245149107783e-05
0.1135,6.948057875226869e-05
0.1145,8.285741952376894e-05
0.1155,8.582865915749385e-05
0.1165,6.859257988521192e-05
0.11750000000000001,0.0001367661366145845
0.11850000000000001,6.432320754030474e-05
0.1195,8.227662793749075e-05
0.1205,7.707907126098534e-05
0.1215,6.183844199923963e-05
0.1225,8.634528144824482e-05
0.1235,9.45419132933488e-05
0.1245,5.0722891721563316e-05
0.1255,6.796099996389288e-05
0.1265,7.689007635826917e-05
0.1275,6.80868880075129e-05
0.1285,7.80661843919191e-05
0.1295,6.500300699299317e-05
0.1305,4.9751013734643785e-05
0.1315,8.45452183132334e-05
0.1325,5.524785086799223e-05
0.1335,4.7340419362984e-05
0.1345,5.9178358196753e-05
